query_scope,query_terms,sec_code_raw,sec_code,sec_name,org_id,announcement_id,announcement_title,announcement_date,announcement_time_ms,adjunct_url,pdf_url,adjunct_size,adjunct_type,page_column,column_id
sse_a,人工智能,688017,688017,绿的谐波,9900041602,1224634832,关于召开2025年半年度科创板人工智能行业集体业绩说明会的公告,2025-09-02,1756828800000,finalpage/2025-09-03/1224634832.PDF,https://static.cninfo.com.cn/finalpage/2025-09-03/1224634832.PDF,91,PDF,SHKCB,251302||253201
sse_a,人工智能,688615,688615,合合信息,9900046400,1224634551,合合信息关于参加2025年半年度科创板人工智能行业集体业绩说明会的公告,2025-09-02,1756828800000,finalpage/2025-09-03/1224634551.PDF,https://static.cninfo.com.cn/finalpage/2025-09-03/1224634551.PDF,89,PDF,SHKCB,251302||253201
sse_a,人工智能,688168,688168,安博通,gfbj0839570,1224638808,关于参加2025年半年度科创板人工智能行业集体业绩说明会的公告,2025-09-04,1757001600000,finalpage/2025-09-05/1224638808.PDF,https://static.cninfo.com.cn/finalpage/2025-09-05/1224638808.PDF,129,PDF,SHKCB,251302||253201
szse_a,人工智能,300948,300948,冠中生态,gfbj0834265,1224687472,关于拟现金收购杭州精算家人工智能技术有限公司51%股份及签署意向性协议暨关联交易的公告,2025-09-28,1759075200000,finalpage/2025-09-29/1224687472.PDF,https://static.cninfo.com.cn/finalpage/2025-09-29/1224687472.PDF,320,PDF,SZCY,09020202||160203||250301||251302
sse_a,人工智能,600601,600601,方正科技,gssh0600601,1224793464,方正科技关于投资建设重庆生产基地人工智能扩建项目公告,2025-11-07,1762531200000,finalpage/2025-11-08/1224793464.PDF,https://static.cninfo.com.cn/finalpage/2025-11-08/1224793464.PDF,260,PDF,SHZB,250401||251302
szse_a,人工智能,002152,002152,广电运通,9900003423,1224827804,关于承接人工智能应用中试基地建设项目暨关联交易的公告,2025-11-26,1764172800000,finalpage/2025-11-27/1224827804.PDF,https://static.cninfo.com.cn/finalpage/2025-11-27/1224827804.PDF,149,PDF,SZZB,09020202||250101||251302
szse_a,大模型,300413,300413,芒果超媒,9900023257,1224872613,关于芒果TV智慧视听媒体服务平台项目结项并将节余募集资金用于新增募投项目芒果TV音视频行业大模型矩阵项目的公告,2025-12-12,1765555200000,finalpage/2025-12-13/1224872613.PDF,https://static.cninfo.com.cn/finalpage/2025-12-13/1224872613.PDF,293,PDF,SZCY,09020202||160203||250301||251302
szse_a,大模型,300413,300413,芒果超媒,9900023257,1224872614,中国国际金融股份有限公司关于芒果超媒股份有限公司芒果TV智慧视听媒体服务平台项目结项并将节余募集资金用于新增募投项目芒果TV音视频行业大模型矩阵项目的核查意见,2025-12-12,1765555200000,finalpage/2025-12-13/1224872614.PDF,https://static.cninfo.com.cn/finalpage/2025-12-13/1224872614.PDF,422,PDF,SZCY,09020202||160203||250301||251302
szse_a,人工智能,002039,002039,黔源电力,gssz0002039,1224886214,关于水电新能源领域典型场景人工智能技术研究与工程示范项目因采购形成关联交易的公告,2025-12-18,1766073600000,finalpage/2025-12-19/1224886214.PDF,https://static.cninfo.com.cn/finalpage/2025-12-19/1224886214.PDF,172,PDF,SZZB,09020202||250101||251302
sse_a,人工智能,600909,600909,华安证券,qsgn0000505,1224930074,华安证券股份有限公司关于拟增资华富基金管理有限公司暨关联交易的提示性公告,2026-01-12,1768233600000,finalpage/2026-01-13/1224930074.PDF,https://static.cninfo.com.cn/finalpage/2026-01-13/1224930074.PDF,175,PDF,SHZB,250401||251302
sse_a,人工智能,600909,600909,华安证券,qsgn0000505,1224930083,华富基金管理有限公司拟增资扩股所涉及的华富基金管理有限公司股东全部权益市场价值资产评估报告,2026-01-12,1768233600000,finalpage/2026-01-13/1224930083.PDF,https://static.cninfo.com.cn/finalpage/2026-01-13/1224930083.PDF,20536,PDF,SHZB,250401||251302
szse_a,人工智能,300948,300948,冠中生态,gfbj0834265,1224950904,关于现金收购杭州精算家人工智能技术有限公司51%股权暨关联交易的公告,2026-01-26,1769443200000,finalpage/2026-01-27/1224950904.PDF,https://static.cninfo.com.cn/finalpage/2026-01-27/1224950904.PDF,427,PDF,SZCY,09020202||160203||250301||251302
szse_a,人工智能,300948,300948,冠中生态,gfbj0834265,1224950905,杭州精算家人工智能技术有限公司2025年1-9月和2024年度审计报告书,2026-01-26,1769443200000,finalpage/2026-01-27/1224950905.PDF,https://static.cninfo.com.cn/finalpage/2026-01-27/1224950905.PDF,2174,PDF,SZCY,09020202||160203||250301||251302
sse_a,人工智能,600909,600909,华安证券,qsgn0000505,1224972560,华安证券股份有限公司关于增资华富基金管理有限公司暨关联交易进展的公告,2026-02-09,1770652800000,finalpage/2026-02-10/1224972560.PDF,https://static.cninfo.com.cn/finalpage/2026-02-10/1224972560.PDF,79,PDF,SHZB,250401||251302
sse_a,人工智能,600909,600909,华安证券,qsgn0000505,1224974151,华安证券股份有限公司关于增资华富基金管理有限公司暨关联交易进展的补充公告,2026-02-09,1770652800000,finalpage/2026-02-10/1224974151.PDF,https://static.cninfo.com.cn/finalpage/2026-02-10/1224974151.PDF,85,PDF,SHZB,250401||251302
sse_a,人工智能,600895,600895,张江高科,gssh0600895,1225023794,关于全资子公司----上海张江浩成创业投资有限公司参与投资力合算芯人工智能基金（有限合伙）的公告,2026-03-20,1774022400000,finalpage/2026-03-21/1225023794.PDF,https://static.cninfo.com.cn/finalpage/2026-03-21/1225023794.PDF,120,PDF,SHZB,250401||251302
sse_a,人工智能,688369,688369,致远互联,9900039219,1225131411,北京致远互联软件股份有限公司关于参加2025年度科创板人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-04-20,1776700800000,finalpage/2026-04-21/1225131411.PDF,https://static.cninfo.com.cn/finalpage/2026-04-21/1225131411.PDF,116,PDF,SHKCB,251302||253201
szse_a,人工智能,300872,300872,天阳科技,gfbj0835713,1225167105,关于深圳市魔数智擎人工智能有限公司2025年度业绩承诺实现情况的公告,2026-04-23,1776960000000,finalpage/2026-04-24/1225167105.PDF,https://static.cninfo.com.cn/finalpage/2026-04-24/1225167105.PDF,128,PDF,SZCY,09020202||160203||250301||251302
sse_a,人工智能,688058,688058,宝兰德,9900032882,1225165812,北京宝兰德软件股份有限公司关于参加2025年度科创板人工智能及软件行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-04-23,1776960000000,finalpage/2026-04-24/1225165812.PDF,https://static.cninfo.com.cn/finalpage/2026-04-24/1225165812.PDF,110,PDF,SHKCB,251302||253201
sse_a,人工智能,688109,688109,品茗科技,gfbj0836188,1225161764,关于参加十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会的公告,2026-04-23,1776960000000,finalpage/2026-04-24/1225161764.PDF,https://static.cninfo.com.cn/finalpage/2026-04-24/1225161764.PDF,69,PDF,SHKCB,251302||253201
sse_a,人工智能,688111,688111,金山办公,9900035303,1225165357,金山办公关于参加2025年度人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-04-23,1776960000000,finalpage/2026-04-24/1225165357.PDF,https://static.cninfo.com.cn/finalpage/2026-04-24/1225165357.PDF,150,PDF,SHKCB,251302||253201
szse_a,人工智能,301128,301128,强瑞技术,nssc1000397,1225193805,关于拟购买土地使用权并建设人工智能产业研发智造总部并签署投资合作意向书的公告,2026-04-24,1777046400000,finalpage/2026-04-25/1225193805.PDF,https://static.cninfo.com.cn/finalpage/2026-04-25/1225193805.PDF,138,PDF,SZCY,09020202||160203||250301||251302
sse_a,人工智能,688365,688365,光云科技,9900039491,1225193537,光云科技：关于参加十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-04-24,1777046400000,finalpage/2026-04-25/1225193537.PDF,https://static.cninfo.com.cn/finalpage/2026-04-25/1225193537.PDF,133,PDF,SHKCB,251302||253201
sse_a,人工智能,688225,688225,亚信安全,9900047311,1225203080,关于参加十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-04-27,1777305600000,finalpage/2026-04-28/1225203080.PDF,https://static.cninfo.com.cn/finalpage/2026-04-28/1225203080.PDF,94,PDF,SHKCB,251302||253201
sse_a,人工智能,688039,688039,当虹科技,9900038989,1225237890,杭州当虹科技股份有限公司关于参加十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-04-28,1777392000000,finalpage/2026-04-29/1225237890.PDF,https://static.cninfo.com.cn/finalpage/2026-04-29/1225237890.PDF,100,PDF,SHKCB,251302||253201
sse_a,人工智能,688132,688132,邦彦技术,9900041778,1225229020,关于召开十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-04-28,1777392000000,finalpage/2026-04-29/1225229020.PDF,https://static.cninfo.com.cn/finalpage/2026-04-29/1225229020.PDF,108,PDF,SHKCB,251302||253201
sse_a,人工智能,688322,688322,奥比中光,9900048777,1225225456,关于参加2025年度科创板人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-04-28,1777392000000,finalpage/2026-04-29/1225225456.PDF,https://static.cninfo.com.cn/finalpage/2026-04-29/1225225456.PDF,133,PDF,SHKCB,251302||253201
sse_a,人工智能,688031,688031,星环科技,9900048105,1225261258,关于参加2025年度人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-04-29,1777478400000,finalpage/2026-04-30/1225261258.PDF,https://static.cninfo.com.cn/finalpage/2026-04-30/1225261258.PDF,204,PDF,SHKCB,251302||253201
sse_a,人工智能,688318,688318,财富趋势,9900022732,1225261013,关于参加十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-04-29,1777478400000,finalpage/2026-04-30/1225261013.PDF,https://static.cninfo.com.cn/finalpage/2026-04-30/1225261013.PDF,70,PDF,SHKCB,251302||253201
sse_a,人工智能,688088,688088,虹软科技,9900038968,1225282370,关于参加十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会暨召开2026年第一季度业绩说明会的公告,2026-05-07,1778169600000,finalpage/2026-05-08/1225282370.PDF,https://static.cninfo.com.cn/finalpage/2026-05-08/1225282370.PDF,103,PDF,SHKCB,251302||253201
sse_a,人工智能,688228,688228,开普云,gfbj0870863,1225281736,关于参加2025年度科创板人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-05-07,1778169600000,finalpage/2026-05-08/1225281736.PDF,https://static.cninfo.com.cn/finalpage/2026-05-08/1225281736.PDF,105,PDF,SHKCB,251302||253201
sse_a,人工智能,688619,688619,罗普特,9900041860,1225282251,罗普特科技集团股份有限公司关于参加2025年度科创板人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-05-07,1778169600000,finalpage/2026-05-08/1225282251.PDF,https://static.cninfo.com.cn/finalpage/2026-05-08/1225282251.PDF,108,PDF,SHKCB,251302||253201
sse_a,人工智能,688168,688168,安博通,gfbj0839570,1225285884,关于参加“十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业”集体业绩说明会的公告,2026-05-08,1778256000000,finalpage/2026-05-09/1225285884.PDF,https://static.cninfo.com.cn/finalpage/2026-05-09/1225285884.PDF,137,PDF,SHKCB,251302||253201
sse_a,人工智能,688207,688207,格灵深瞳,9900047656,1225284426,格灵深瞳关于参加十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-05-08,1778256000000,finalpage/2026-05-09/1225284426.PDF,https://static.cninfo.com.cn/finalpage/2026-05-09/1225284426.PDF,116,PDF,SHKCB,251302||253201
sse_a,人工智能,688004,688004,博汇科技,gfbj0871038,1225287211,博汇科技关于参加十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会暨召开2026年第一季度业绩说明会的公告,2026-05-10,1778428800000,finalpage/2026-05-11/1225287211.PDF,https://static.cninfo.com.cn/finalpage/2026-05-11/1225287211.PDF,117,PDF,SHKCB,251302||253201
sse_a,人工智能,688081,688081,兴图新科,9900039664,1225291351,关于召开十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-05-11,1778515200000,finalpage/2026-05-12/1225291351.PDF,https://static.cninfo.com.cn/finalpage/2026-05-12/1225291351.PDF,116,PDF,SHKCB,251302||253201
sse_a,人工智能,688208,688208,道通科技,9900031482,1225291539,道通科技关于参加十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-05-11,1778515200000,finalpage/2026-05-12/1225291539.PDF,https://static.cninfo.com.cn/finalpage/2026-05-12/1225291539.PDF,110,PDF,SHKCB,251302||253201
sse_a,人工智能,688615,688615,合合信息,9900046400,1225291092,上海合合信息科技股份有限公司关于参加2025年度人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-05-11,1778515200000,finalpage/2026-05-12/1225291092.PDF,https://static.cninfo.com.cn/finalpage/2026-05-12/1225291092.PDF,90,PDF,SHKCB,251302||253201
sse_a,人工智能,688003,688003,天准科技,gfbj0833231,1225300162,关于参加十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-05-12,1778601600000,finalpage/2026-05-13/1225300162.PDF,https://static.cninfo.com.cn/finalpage/2026-05-13/1225300162.PDF,69,PDF,SHKCB,251302||253201
sse_a,人工智能,688078,688078,龙软科技,9900024805,1225300464,北京龙软科技股份有限公司关于参加2025年度人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-05-12,1778601600000,finalpage/2026-05-13/1225300464.PDF,https://static.cninfo.com.cn/finalpage/2026-05-13/1225300464.PDF,116,PDF,SHKCB,251302||253201
sse_a,人工智能,688158,688158,优刻得,9900039004,1225301115,优刻得关于参加十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-05-12,1778601600000,finalpage/2026-05-13/1225301115.PDF,https://static.cninfo.com.cn/finalpage/2026-05-13/1225301115.PDF,70,PDF,SHKCB,251302||253201
sse_a,人工智能,688159,688159,有方科技,gfbj0835770,1225301051,有方科技：关于参加十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-05-12,1778601600000,finalpage/2026-05-13/1225301051.PDF,https://static.cninfo.com.cn/finalpage/2026-05-13/1225301051.PDF,69,PDF,SHKCB,251302||253201
sse_a,人工智能,688229,688229,博睿数据,9900034679,1225300134,关于参加十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会的公告,2026-05-12,1778601600000,finalpage/2026-05-13/1225300134.PDF,https://static.cninfo.com.cn/finalpage/2026-05-13/1225300134.PDF,107,PDF,SHKCB,251302||253201
sse_a,人工智能,688327,688327,云从科技,9900046632,1225301200,关于参加十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-05-12,1778601600000,finalpage/2026-05-13/1225301200.PDF,https://static.cninfo.com.cn/finalpage/2026-05-13/1225301200.PDF,138,PDF,SHKCB,251302||253201
sse_a,人工智能,688561,688561,奇安信,9900041361,1225300466,奇安信关于参加十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会的公告,2026-05-12,1778601600000,finalpage/2026-05-13/1225300466.PDF,https://static.cninfo.com.cn/finalpage/2026-05-13/1225300466.PDF,106,PDF,SHKCB,251302||253201
sse_a,人工智能,688568,688568,中科星图,9900038994,1225301021,中科星图股份有限公司关于参加十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会的公告,2026-05-12,1778601600000,finalpage/2026-05-13/1225301021.PDF,https://static.cninfo.com.cn/finalpage/2026-05-13/1225301021.PDF,109,PDF,SHKCB,251302||253201
sse_a,人工智能,688648,688648,中邮科技,9900053181,1225300145,关于参加十五五·未来产业——科创企业产业迭代与创新赋能之2025年度人工智能行业集体业绩说明会暨2026年第一季度业绩说明会的公告,2026-05-12,1778601600000,finalpage/2026-05-13/1225300145.PDF,https://static.cninfo.com.cn/finalpage/2026-05-13/1225300145.PDF,115,PDF,SHKCB,251302||253201
